timestamp_kst,equity,daily_pnl,total_pnl,unrealized,cum_pnl_with_unrealized,position_count,long_count,short_count,seed_used_pct,seed_used,mdd,current_dd,source_ts
2026-04-27 14:46:18,83621.2,-21.45,3621.2,-155.53,3621.2,14,7,7,18.74,15670.37,-10.32,-0.28,2026-04-27T14:45:42.526003+09:00
2026-04-27 17:08:16,83752.88,141.98,3752.88,-184.67,3752.88,15,8,7,21.23,17776.86,-10.32,-0.16,2026-04-27T17:07:22.637977+09:00
2026-04-27 19:54:56,83971.52,226.26,3971.52,-59.63,3971.52,15,8,7,20.2,16960.15,-10.32,-0.01,2026-04-27T19:53:46.414183+09:00
2026-04-27 21:17:37,83990.29,230.1,3990.29,-30.36,3990.29,14,7,7,19.33,16231.58,-10.32,-0.02,2026-04-27T21:16:56.517145+09:00
2026-04-27 23:59:47,83886.19,289.47,3886.19,-191.62,3886.19,14,7,7,21.58,18098.83,-10.32,-0.18,2026-04-27T23:58:25.472915+09:00
2026-04-28 01:44:19,83445.14,22.27,3445.14,-637.28,3445.14,10,4,6,17.68,14753.1,-10.32,-0.69,2026-04-28T01:43:27.227424+09:00
2026-04-28 03:01:25,83688.01,22.27,3688.01,-391.3,3688.01,13,6,7,21.78,18226.63,-10.32,-0.32,2026-04-28T03:00:33.589064+09:00
2026-04-28 05:04:30,83850.52,25.6,3850.52,-244.35,3850.52,13,6,7,21.48,18015.25,-10.32,-0.33,2026-04-28T05:03:50.053496+09:00
2026-04-28 06:48:47,83879.15,25.6,3879.15,-219.0,3879.15,13,6,7,22.37,18765.53,-10.32,-0.13,2026-04-28T06:47:36.327663+09:00
2026-04-28 07:42:23,84071.1,50.06,4071.1,-52.23,4071.1,14,6,8,22.39,18823.13,-10.32,-0.0,2026-04-28T07:40:58.321650+09:00
2026-04-28 08:44:19,84248.29,89.03,4248.29,85.56,4248.29,14,6,8,23.68,19950.36,-10.32,0.0,2026-04-28T08:43:34.436057+09:00
2026-04-28 11:07:36,84530.11,332.96,4530.11,120.08,4530.11,16,7,9,19.62,16588.79,-10.32,-0.03,2026-04-28T11:06:09.968356+09:00
2026-04-28 14:51:45,84486.85,390.4,4486.85,20.0,4486.85,16,6,10,19.91,16823.83,-10.32,-0.12,2026-04-28T14:50:56.063351+09:00
2026-04-28 17:10:23,84600.34,390.4,4600.34,143.99,4600.34,16,6,10,19.84,16783.58,-10.32,-0.15,2026-04-28T17:09:43.111121+09:00
2026-04-28 19:56:48,84501.04,208.56,4501.04,224.35,4501.04,16,6,10,18.2,15376.29,-10.32,-0.25,2026-04-28T19:56:09.719402+09:00
2026-04-28 21:22:55,84623.39,208.56,4623.39,346.05,4623.39,17,6,11,19.02,16092.74,-10.32,-0.13,2026-04-28T21:21:25.931306+09:00
2026-04-29 02:40:46,84656.72,155.58,4656.72,65.79,4656.72,13,4,9,18.19,15402.0,-10.32,-0.06,2026-04-29T02:39:54.788864+09:00
2026-04-29 04:22:43,84623.43,159.29,4623.43,37.95,4623.43,13,4,9,18.28,15471.25,-10.32,-0.08,2026-04-29T04:21:34.160694+09:00
2026-04-29 06:00:38,84807.97,241.55,4807.97,115.5,4807.97,14,5,9,16.72,14183.64,-10.32,-0.01,2026-04-29T05:59:00.077401+09:00
2026-04-29 07:48:14,84763.39,227.08,4763.39,89.19,4763.39,15,6,9,17.57,14891.38,-10.32,-0.06,2026-04-29T07:46:39.346363+09:00
2026-04-29 08:46:18,84763.49,227.08,4763.49,99.02,4763.49,16,7,9,18.64,15802.8,-10.32,-0.07,2026-04-29T08:45:02.408680+09:00
2026-04-29 11:08:51,84708.49,217.1,4708.49,57.63,4708.49,17,6,11,20.27,17167.22,-10.32,-0.14,2026-04-29T11:07:30.895432+09:00
2026-04-29 14:47:05,84242.34,440.09,4242.34,-625.72,4242.34,17,6,11,25.81,21744.42,-10.32,-0.63,2026-04-29T14:45:39.579496+09:00
2026-04-29 17:03:11,84309.97,62.04,4309.97,-196.87,4309.97,17,9,8,22.44,18919.91,-10.32,-0.58,2026-04-29T17:02:10.545735+09:00
2026-04-29 19:48:05,84253.53,67.36,4253.53,-261.51,4253.53,16,8,8,24.0,20217.57,-10.32,-0.64,2026-04-29T19:46:24.795960+09:00
2026-04-29 21:12:11,84696.04,224.92,4696.04,31.61,4696.04,16,8,8,22.33,18911.4,-10.32,-0.25,2026-04-29T21:11:30.817890+09:00
2026-04-30 00:05:02,84890.18,63.24,4890.18,-312.84,4890.18,15,7,8,17.58,14922.74,-10.32,-0.04,2026-04-30T00:03:58.692244+09:00
2026-04-30 02:19:38,84809.13,-166.17,4809.13,-155.14,4809.13,13,7,6,17.1,14501.64,-10.32,-0.25,2026-04-30T02:18:27.853906+09:00
2026-04-30 04:12:30,84681.63,228.9,4681.63,-674.61,4681.63,11,7,4,19.82,16780.19,-10.32,-0.35,2026-04-30T04:11:22.325780+09:00
2026-04-30 05:54:59,85241.37,265.94,5241.37,-163.56,5241.37,10,7,3,19.66,16756.01,-10.32,-0.04,2026-04-30T05:54:04.579890+09:00
2026-04-30 06:53:48,85584.14,408.24,5584.14,45.59,5584.14,11,6,5,21.85,18703.85,-10.32,0.0,2026-04-30T06:52:34.485262+09:00
2026-04-30 07:50:28,85541.98,408.24,5541.98,0.86,5541.98,11,6,5,21.85,18692.51,-10.32,-0.11,2026-04-30T07:48:57.666560+09:00
2026-04-30 08:45:43,85473.79,465.17,5473.79,-119.99,5473.79,11,5,6,21.34,18236.34,-10.32,-0.22,2026-04-30T08:44:17.137926+09:00
2026-04-30 11:08:52,85847.38,638.42,5847.38,80.89,5847.38,12,5,7,20.8,17859.91,-10.32,-0.16,2026-04-30T11:07:43.163651+09:00
2026-04-30 14:51:07,85429.25,661.34,5429.25,-353.07,5429.25,12,5,7,21.87,18684.89,-10.32,-0.69,2026-04-30T14:50:01.505323+09:00
2026-04-30 17:07:04,85621.52,661.34,5621.52,-158.79,5621.52,12,5,7,21.93,18778.69,-10.32,-0.43,2026-04-30T17:05:19.307760+09:00
2026-04-30 19:48:04,85371.41,625.64,5371.41,-378.87,5371.41,12,5,7,20.8,17761.52,-10.32,-0.75,2026-04-30T19:46:29.353770+09:00
2026-04-30 21:09:39,85330.87,602.93,5330.87,-398.6,5330.87,14,7,7,21.94,18722.24,-10.32,-0.78,2026-04-30T21:08:40.822424+09:00
2026-05-01 00:01:50,85307.43,0,5307.43,-363.36,5307.43,16,9,7,22.71,19370.1,-10.32,-0.79,2026-05-01T00:00:25.992163+09:00
2026-05-01 02:10:41,84917.25,12.31,4917.25,-758.72,4917.25,14,8,6,21.33,18113.42,-10.32,-1.29,2026-05-01T02:09:56.428437+09:00
2026-05-01 04:07:43,84695.95,35.25,4695.95,-1014.51,4695.95,14,7,7,21.94,18578.37,-10.32,-1.45,2026-05-01T04:06:01.475777+09:00
2026-05-01 05:52:05,84570.06,93.73,4570.06,-1171.58,4570.06,14,7,7,21.34,18044.1,-10.32,-1.74,2026-05-01T05:50:51.119480+09:00
2026-05-01 06:50:42,84703.17,79.67,4703.17,-1017.96,4703.17,13,6,7,21.05,17826.97,-10.32,-1.51,2026-05-01T06:49:23.600923+09:00
2026-05-01 07:43:32,84808.68,79.67,4808.68,-918.71,4808.68,13,6,7,21.26,18031.9,-10.32,-1.41,2026-05-01T07:42:45.366748+09:00
2026-05-01 08:43:46,84706.19,79.67,4706.19,-1017.09,4706.19,13,6,7,21.32,18060.66,-10.32,-1.52,2026-05-01T08:42:15.635596+09:00
2026-05-01 11:12:40,85140.32,137.55,5140.32,-646.43,5140.32,12,6,6,20.88,17780.64,-10.32,-1.0,2026-05-01T11:11:59.671653+09:00
2026-05-01 15:08:45,85165.66,122.56,5165.66,-602.45,5165.66,11,5,6,20.83,17743.4,-10.32,-1.03,2026-05-01T15:07:58.116265+09:00
2026-05-01 17:54:27,85373.6,287.1,5373.6,-573.75,5373.6,10,5,5,19.33,16502.71,-10.32,-0.75,2026-05-01T17:53:10.593253+09:00
2026-05-01 19:17:33,85108.37,287.1,5108.37,-833.62,5108.37,11,6,5,20.41,17368.06,-10.32,-1.02,2026-05-01T19:16:16.527443+09:00
2026-05-01 20:52:46,85223.43,186.86,5223.43,-623.67,5223.43,12,5,7,20.92,17829.53,-10.32,-0.87,2026-05-01T20:51:41.008943+09:00
2026-05-01 22:00:00,85410.29,409.46,5410.29,-680.16,5410.29,11,4,7,14.27,12186.82,-10.32,-0.72,2026-05-01T21:58:23.338766+09:00
2026-05-01 23:18:41,85594.3,394.91,5594.3,-491.75,5594.3,12,5,7,15.82,13538.53,-10.32,-0.54,2026-05-01T23:17:25.576967+09:00
2026-05-02 00:49:08,85158.18,186.6,5158.18,-1108.93,5158.18,13,5,8,16.33,13907.43,-10.32,-0.97,2026-05-02T00:47:47.032826+09:00
2026-05-02 01:47:09,84686.34,-1539.83,4686.34,151.34,4686.34,11,5,6,13.46,11399.81,-10.32,-1.53,2026-05-02T01:45:17.301974+09:00
2026-05-02 02:52:00,84630.72,-1576.0,4630.72,125.0,4630.72,12,6,6,14.28,12083.74,-10.32,-1.6,2026-05-02T02:50:59.199726+09:00
2026-05-02 03:59:45,84603.94,-1576.0,4603.94,93.74,4603.94,12,6,6,14.29,12085.69,-10.32,-1.64,2026-05-02T03:58:47.075663+09:00
2026-05-02 05:07:32,84610.22,-1576.0,4610.22,100.54,4610.22,13,6,7,14.78,12507.51,-10.32,-1.62,2026-05-02T05:06:33.378932+09:00
2026-05-02 06:44:33,84750.45,-1527.3,4750.45,195.53,4750.45,13,5,8,15.77,13366.77,-10.32,-1.5,2026-05-02T06:43:03.549501+09:00
2026-05-02 07:41:38,84731.48,-1527.3,4731.48,178.84,4731.48,13,5,8,15.78,13367.39,-10.32,-1.47,2026-05-02T07:40:32.959266+09:00
2026-05-02 08:43:56,84849.76,-1527.3,4849.76,299.28,4849.76,13,5,8,16.22,13766.1,-10.32,-1.34,2026-05-02T08:43:08.437620+09:00
2026-05-02 11:00:04,84693.44,-1486.24,4693.44,94.71,4693.44,12,5,7,14.47,12253.12,-10.32,-1.53,2026-05-02T10:59:34.082599+09:00
2026-05-02 14:15:40,84999.53,-1530.0,4999.53,445.99,4999.53,12,4,8,14.38,12223.37,-10.32,-1.18,2026-05-02T14:14:24.723325+09:00
2026-05-02 16:21:31,84865.35,-1492.19,4865.35,274.22,4865.35,11,4,7,14.33,12162.04,-10.32,-1.33,2026-05-02T16:20:32.431559+09:00
2026-05-02 17:58:12,84858.16,-1492.19,4858.16,278.04,4858.16,11,4,7,14.33,12159.33,-10.32,-1.36,2026-05-02T17:56:57.102345+09:00
2026-05-02 18:58:26,84699.21,-1492.19,4699.21,118.68,4699.21,12,5,7,14.71,12462.53,-10.32,-1.52,2026-05-02T18:57:28.037636+09:00
2026-05-02 19:53:42,84766.04,-1492.19,4766.04,183.23,4766.04,12,5,7,15.22,12898.08,-10.32,-1.46,2026-05-02T19:52:50.195360+09:00
2026-05-02 20:39:03,84945.38,-1442.52,4945.38,317.24,4945.38,12,5,7,14.57,12378.77,-10.32,-1.25,2026-05-02T20:37:57.365907+09:00
2026-05-02 21:51:33,84831.88,-1412.0,4831.88,171.59,4831.88,12,6,6,14.81,12565.4,-10.32,-1.35,2026-05-02T21:50:44.717031+09:00
2026-05-02 23:06:46,84815.42,-1412.0,4815.42,153.52,4815.42,12,6,6,14.83,12580.09,-10.32,-1.35,2026-05-02T23:05:36.459467+09:00
2026-05-03 00:39:09,84540.33,0,4540.33,-115.83,4540.33,13,6,7,16.64,14071.18,-10.32,-1.63,2026-05-03T00:37:53.617580+09:00
2026-05-03 01:37:49,84549.16,25.31,4549.16,-129.56,4549.16,14,6,8,17.79,15040.24,-10.32,-1.7,2026-05-03T01:36:20.549214+09:00
2026-05-03 02:38:07,84539.94,166.95,4539.94,-280.92,4539.94,15,8,7,17.07,14431.02,-10.32,-1.75,2026-05-03T02:36:50.348359+09:00
2026-05-03 03:45:10,84288.97,19.83,4288.97,-385.88,4288.97,13,7,6,16.89,14238.8,-10.32,-2.0,2026-05-03T03:44:32.228416+09:00
2026-05-03 04:49:04,84235.9,-97.09,4235.9,-322.53,4235.9,14,8,6,16.59,13976.35,-10.32,-2.07,2026-05-03T04:48:07.155648+09:00
2026-05-03 05:33:30,84256.23,-196.47,4256.23,-211.6,4256.23,13,8,5,15.47,13031.81,-10.32,-2.04,2026-05-03T05:32:13.947223+09:00
2026-05-03 06:32:48,84237.61,-196.47,4237.61,-231.13,4237.61,14,8,6,16.4,13812.24,-10.32,-2.05,2026-05-03T06:31:43.239457+09:00
2026-05-03 07:32:11,84271.76,-274.44,4271.76,-110.79,4271.76,14,8,6,17.43,14685.58,-10.32,-2.0,2026-05-03T07:31:11.470681+09:00
2026-05-03 08:35:29,84122.11,-320.14,4122.11,-212.79,4122.11,13,7,6,17.23,14496.98,-10.32,-2.2,2026-05-03T08:34:46.243169+09:00
2026-05-03 11:04:48,84574.83,-339.97,4574.83,253.41,4574.83,13,7,6,15.49,13102.2,-10.32,-1.63,2026-05-03T11:03:27.084485+09:00
2026-05-03 14:51:04,84704.38,-345.19,4704.38,387.7,4704.38,12,6,6,15.69,13292.53,-10.32,-1.52,2026-05-03T14:50:05.156524+09:00
2026-05-03 16:49:45,84595.43,-209.28,4595.43,144.96,4595.43,12,5,7,15.44,13058.53,-10.32,-1.67,2026-05-03T16:49:01.988583+09:00
2026-05-03 18:15:20,84656.72,-150.93,4656.72,152.74,4656.72,10,5,5,13.48,11410.78,-10.32,-1.58,2026-05-03T18:14:09.170229+09:00
2026-05-03 19:46:37,84613.24,-150.93,4613.24,111.12,4613.24,10,5,5,13.5,11422.55,-10.32,-1.63,2026-05-03T19:45:38.922890+09:00
2026-05-03 20:36:16,84638.11,-150.93,4638.11,127.37,4638.11,10,5,5,13.51,11431.82,-10.32,-1.52,2026-05-03T20:34:52.267161+09:00
